species,year,site_orig,site_clim,sex,year_period,sun_ground,sun_high_veg,partial_shade_low_veg,full_shade_ground,full_shade_high_veg
MB,2023,A1,B1,M,contemporary,47.07303781321827,-6.828517194419984,-43.93832889957728,-77.44066801998264,-9.053426162246529
MB,2023,A1,C1,M,contemporary,44.85705119350008,-3.241107530592077,-46.81577720130663,-88.4579983932544,-6.89545222244517
MB,2023,A1,D1,M,contemporary,24.842401915510266,17.469150183713342,12.455248101577828,-7.56619459240374,8.5795049658097
MS,2023,A1,A1,M,contemporary,46.603200150598724,-11.71203599345447,-39.11319853486956,-66.01487751622736,-17.27838690895145
MS,2023,A1,B1,M,contemporary,39.92348413845516,0.9614494025176024,-25.388205163430584,-52.88549240554668,-4.195080004157737
MS,2023,A1,Eldo,M,contemporary,42.77782226354019,-0.5779849924399065,-17.045993528892808,-34.3010991092534,-3.321848628245321
MB,2024,A1,A1,F,contemporary,63.58311817433938,-121.79188894775898,-137.8142613036793,-116.97286662015762,-123.8451751394282
MB,2024,A1,B1,F,contemporary,56.8459511393473,-101.22016653081938,-132.87161965532232,-134.4649333141002,-100.6602455654688
MB,2024,A1,C1,F,contemporary,54.297766865844686,-99.67288401965524,-141.6501793334384,-151.9387967136288,-97.75250808208823
MB,2024,A1,D1,F,contemporary,32.197523822748316,-18.08260956585878,-69.94651174374988,-117.91886643995183,-20.191535214346793
MS,2024,A1,A1,F,contemporary,74.78501376953933,-146.0068921777007,-201.2827050013592,-201.53600325697678,-142.956320350856
MS,2024,A1,B1,F,contemporary,68.46047583675207,-104.28568267467695,-166.0329924433528,-201.49060831875843,-104.74166013365573
MS,2024,A1,Eldo,F,contemporary,75.5946755312894,-111.00621467469517,-177.97849877523814,-211.44226874430638,-111.40706594476708
MB,2024,A1,A1,M,contemporary,59.56670861767153,-114.43825957924687,-129.36073037632207,-109.55341563866645,-116.378282313591
MB,2024,A1,B1,M,contemporary,53.16929536919858,-95.1539786303406,-124.82963992108509,-126.18362824504413,-94.60434135354369
MB,2024,A1,C1,M,contemporary,50.834940616689344,-93.69943645486448,-133.0673191079134,-142.60102454143535,-91.85940463165106
MB,2024,A1,D1,M,contemporary,30.12404063706931,-16.943734272916256,-65.70842922967834,-110.7983625569671,-18.91957384082799
MS,2024,A1,A1,M,contemporary,50.15801226922148,-99.62748668163508,-137.03485822363078,-136.38078431154028,-97.54913812192156
MS,2024,A1,B1,M,contemporary,45.54810262046255,-71.2229677910898,-113.25781566372109,-137.07178192970713,-71.43446370114229
MS,2024,A1,Eldo,M,contemporary,50.60232534374483,-75.89397927209454,-121.31800111067489,-143.64622050530127,-76.00368545876529
MB,1945,B1,A1,F,historical,58.91799929382906,-25.39664812457334,-81.06150094745544,-138.85575821092692,-33.17831042600056
MB,1945,B1,B1,F,historical,52.88795229739128,-4.935484825907872,-58.90380279685979,-114.8703344529653,-13.941181240862027
MB,1945,B1,C1,F,historical,47.73158831499529,3.3762989798086713,-47.49891224702363,-110.2852236696413,-3.5573296336708538
MB,1945,B1,D1,F,historical,21.12826090660339,11.951379011840618,13.488026429133742,4.545478933859224,4.965765855607374
MS,1945,B1,A1,F,historical,85.49960137953155,-41.81155133971512,-117.00217393359789,-195.03376630754698,-52.41554877818981
MS,1945,B1,B1,F,historical,68.90998296369838,-16.522921457846905,-90.0043405729592,-165.13680543896942,-27.18797215864376
MS,1945,B1,Eldo,F,historical,80.83594454045544,-32.78987840994675,-92.39722151221956,-154.21249744217462,-36.920181210859816
MB,1945,B1,A1,M,historical,55.23930724375376,-23.85229259507552,-76.18400954594638,-130.49955365325778,-31.163415411357413
MB,1945,B1,B1,M,historical,49.52376719057153,-4.613969597293305,-55.35668708518332,-107.96159901072005,-13.067126836616394
MB,1945,B1,C1,M,historical,44.52860633396875,3.1128048674389057,-44.62691627430598,-103.63474325207304,-3.293710556223043
MB,1945,B1,D1,M,historical,19.75661175263051,11.242869516607337,12.72127212257736,4.3345442870992414,4.677467772652131
MS,1945,B1,A1,M,historical,57.81823401886929,-28.55454848440203,-80.04265691014439,-133.38971659980473,-35.79421022868707
MS,1945,B1,B1,M,historical,46.18493698551858,-11.238442287603782,-61.58787969420194,-112.98398113896359,-18.4686084470087
MS,1945,B1,Eldo,M,historical,53.79399138515967,-22.850858200143488,-63.25672060086431,-105.47720756562148,-25.153888923704486
MB,1946,B1,A1,F,historical,67.00212759542914,11.212124155890267,-17.92993661109795,-47.732764196918566,5.088569249104686
MB,1946,B1,B1,F,historical,56.166540021665305,33.80162652718819,15.242169506005073,-4.224739473977204,23.50367628915998
MB,1946,B1,C1,F,historical,55.46257712829994,35.72985110703443,26.959074883468755,11.178379061905897,19.77549984633035
MB,1946,B1,D1,F,historical,25.563788304006394,14.553811738633055,15.91606404460426,17.118190485158884,6.073892074892581
MS,1946,B1,A1,F,historical,95.21916159755072,8.603354678618341,-31.471135618603338,-72.10778916115204,0.9726992882714878
MS,1946,B1,B1,F,historical,73.64595349714745,37.851134507474214,10.772700488243716,-15.750307363895732,27.408213333348975
MS,1946,B1,Eldo,F,historical,91.847700046713,28.499805579440615,-3.7098719032800123,-38.58780850644499,17.16221275033179
MB,1946,B1,A1,M,historical,62.82932381184907,10.560574372659735,-16.835472062417438,-44.84994946496122,4.809238066349107
MB,1946,B1,B1,M,historical,52.59530197216223,31.794790444796735,14.348622288088988,-3.9480397096331252,22.12561688055996
MB,1946,B1,C1,M,historical,51.9938852205637,33.614877901987455,25.382414352187183,10.553915062209356,18.611324870858308
MB,1946,B1,D1,M,historical,23.92145837934272,13.673768002845803,14.96927903945047,16.114412156730864,5.698677910007639
MS,1946,B1,A1,M,historical,64.41789675415255,5.953884352904619,-21.486040663369216,-49.29587843886919,0.7585381266736376
MS,1946,B1,B1,M,historical,49.37769389960313,25.96184045733296,7.418698506399868,-10.721410396182536,18.889055917084114
MS,1946,B1,Eldo,M,historical,62.1116892711555,19.601340199011478,-2.4509812298447473,-26.32215783625075,11.860839511386722
MB,1947,B1,A1,F,historical,60.69538396730642,-13.55651689570801,-39.98711656238193,-64.25133062371438,-15.18285253869586
MB,1947,B1,B1,F,historical,51.42589874080564,19.586281398902518,4.88542784439556,-8.825096747261538,12.476031381985209
MB,1947,B1,C1,F,historical,48.785449182562566,17.50986322143531,2.1763325349384735,-14.368789649039707,10.284191134176934
MB,1947,B1,D1,F,historical,20.108486169970934,11.753405752726445,12.78201993366709,12.804182361599347,4.829836058974189
MS,1947,B1,A1,F,historical,88.18190860848769,-25.366096782612964,-61.41805337727442,-94.561987153842,-27.448312837376285
MS,1947,B1,B1,F,historical,69.22306617005026,18.261732556985233,-2.9000416224030783,-21.68639412572173,11.144529464661957
MS,1947,B1,Eldo,F,historical,86.09012365255494,0.7603287176078368,-21.948698756668566,-41.98535162722166,-2.717401528738062
MB,1947,B1,A1,M,historical,56.90939345015508,-12.721857932447717,-37.56989036774111,-60.37772234344345,-14.246293179978796
MB,1947,B1,B1,M,historical,48.15736245199507,18.438952234224868,4.618294670700524,-8.267847082226416,11.763473068326327
MB,1947,B1,C1,M,historical,45.7254732014013,16.503748736643054,2.091951105489504,-13.460057874138508,9.708144992269165
MB,1947,B1,D1,M,historical,18.79666891549426,11.06315952671228,12.045757864322164,12.080661295856377,4.547361304926378
MS,1947,B1,A1,M,historical,59.65212789156486,-17.294591628370448,-41.98361698660902,-64.66437678709188,-18.698287651862
MS,1947,B1,B1,M,historical,46.45181554484118,12.586471199563178,-1.9114115068756303,-14.759908128930515,7.770307020899689
MS,1947,B1,Eldo,M,historical,58.23248285819943,0.6297694258324278,-14.922337063005896,-28.63197577105785,-1.7379700827403637
MB,1948,B1,A1,F,historical,68.36817432970987,-103.31146707634824,-157.05941237868498,-195.12640043924546,-105.21714135788464
MB,1948,B1,B1,F,historical,60.650104684187134,-0.4842554670800601,-30.16995988379036,-59.30991986934462,-11.327499312582383
MB,1948,B1,C1,F,historical,59.25354802601433,-20.194168611825962,-58.173561452197475,-95.52684394472327,-25.37519433581785
MB,1948,B1,D1,F,historical,22.143288415412712,-1.292915699976371,-23.780176991702863,-50.80489587778651,-3.6562755098054742
MS,1948,B1,A1,F,historical,97.4291265940239,-146.3731121356765,-217.54289160542427,-261.13195196460157,-148.9921811088964
MS,1948,B1,B1,F,historical,78.76155897335275,-10.917452052336065,-51.640743779752164,-90.421022270938,-23.011148564952613
MS,1948,B1,Eldo,F,historical,97.22215584292442,-141.78923351009342,-209.67139488371217,-254.26887642641253,-141.70852078681546
MB,1948,B1,A1,M,historical,64.11630207204843,-97.10359641094945,-147.59241363007996,-183.29905433487554,-98.8945353743617
MB,1948,B1,B1,M,historical,56.80364681536943,-0.438332489835872,-28.349669746034866,-55.74032934390505,-10.615640659490728
MB,1948,B1,C1,M,historical,55.56176638246982,-18.94329105113198,-54.65142623548406,-89.76439936332234,-23.809173620643655
MB,1948,B1,D1,M,historical,20.708262729053278,-1.1557697237778577,-22.293696995307972,-47.70261085923472,-3.3763229918782875
MS,1948,B1,A1,M,historical,65.94662876069361,-100.16226524859172,-148.69363763586287,-178.10631902555957,-101.95254266273399
MS,1948,B1,B1,M,historical,52.842619714446236,-7.4468626240094435,-35.35130536878558,-61.881564827764805,-15.633012615890813
MS,1948,B1,Eldo,M,historical,65.77771113976668,-97.01254643252231,-143.33317384181427,-173.52979203787586,-96.94944034822966
MB,1949,B1,A1,F,historical,64.59543725432533,24.681932010664365,4.487516470512467,-16.268170154564633,15.399307756615253
MB,1949,B1,B1,F,historical,60.01002139254187,33.09609416099811,13.164557596627887,-7.92030016479126,20.730639378029203
MB,1949,B1,C1,F,historical,54.120973495113645,26.219322506717187,9.996336909364466,-10.404658512552055,14.439546203065806
MB,1949,B1,D1,F,historical,22.69776822696401,12.640694723539912,13.636754795025965,14.515689575872335,4.832607833820226
MS,1949,B1,A1,F,historical,92.48033975205946,27.33051695408396,-1.522017984853092,-30.446721397559486,15.670967060673926
MS,1949,B1,B1,F,historical,77.88593594452206,37.0972484520407,8.316959350864353,-20.379326458737005,22.823407356485685
MS,1949,B1,Eldo,F,historical,92.09642083639196,2.3434998949340486,-47.155288443351516,-98.09115911607844,-7.580724312185842
MB,1949,B1,A1,M,historical,60.56612738400342,23.2234350987926,4.240795923910155,-15.268181651185694,14.50063922567657
MB,1949,B1,B1,M,historical,56.21267579343812,31.13480457572721,12.398063549811269,-7.420147742753684,19.521384890194906
MB,1949,B1,C1,M,historical,50.74478256216954,24.687297828688994,9.443386457142317,-9.732152393926654,13.609540201163256
MB,1949,B1,D1,M,historical,21.22858607275067,11.86377521594408,12.808736391712678,13.643341592105761,4.522945259202197
MS,1949,B1,A1,M,historical,62.542621675044586,18.778024102254115,-0.9748669644184798,-20.766897701539385,10.817736464277802
MS,1949,B1,B1,M,historical,52.29506345207004,25.463074150592515,5.752302380708932,-13.878248136157948,15.758431796955895
MS,1949,B1,Eldo,M,historical,62.282133614282515,1.6876543048811408,-32.21568567706684,-67.08088462002908,-5.078677982142246
MB,1950,B1,A1,F,historical,64.53198053073785,-93.7895110934664,-145.66314057641475,-186.22041428477863,-93.1366228434688
MB,1950,B1,B1,F,historical,59.50638279201529,-52.964427336886466,-109.21037627014178,-156.9816564830772,-62.02990717070194
MB,1950,B1,C1,F,historical,57.09344736095409,-43.62843727178362,-96.76846168094734,-146.04499811861967,-45.05807644373463
MB,1950,B1,D1,F,historical,24.160507552256103,-8.089253906667864,-44.67337058178527,-87.7888207397579,-8.674742413553048
MS,1950,B1,A1,F,historical,90.80106475509386,-134.57711776082598,-204.61673134199123,-255.44826467195625,-133.3501892282737
MS,1950,B1,B1,F,historical,74.08668323163765,-82.04934997567784,-158.25666698302925,-220.69863299921627,-92.30371141990713
MS,1950,B1,Eldo,F,historical,89.51331572935752,-108.07338070416611,-190.27365639036128,-253.96777557771117,-113.37774476300167
MB,1950,B1,A1,M,historical,60.49904168115814,-88.15296817119133,-136.89432461590613,-174.96613724745998,-87.53584748448895
MB,1950,B1,B1,M,historical,55.71957907740551,-49.776049846866435,-102.64746718493318,-147.51800328532215,-58.28150383539603
MB,1950,B1,C1,M,historical,53.52707255560028,-40.972180709471594,-90.93092209627618,-137.23848363318288,-42.30963457550783
MB,1950,B1,D1,M,historical,22.608231308786024,-7.5378743041885095,-41.93236138896617,-82.47050085736052,-8.085574147350663
MS,1950,B1,A1,M,historical,61.34834422093958,-92.09540165749642,-139.93141676966795,-174.4422243785786,-91.23666700743725
MS,1950,B1,B1,M,historical,49.58131625175228,-56.15575543118486,-108.31083044637727,-150.86399378655182,-63.08277948858253
MS,1950,B1,Eldo,M,historical,60.50110613505722,-73.9353182565726,-130.14046428035755,-173.45356644189965,-77.54101205606266
MB,1951,B1,A1,F,historical,60.15915875388061,24.850612085578756,22.316363637089033,19.448824736283125,15.573590809318508
MB,1951,B1,B1,F,historical,58.086551826584525,41.01661594979162,37.898910381772794,33.81515723296919,26.43096318215786
MB,1951,B1,C1,F,historical,54.124973777627915,34.693188922596185,34.88041784515665,31.564999874005593,18.342630720867312
MB,1951,B1,D1,F,historical,19.201088721141268,11.912979415396695,12.57113370884865,13.102805933832812,5.4370085602895735
MS,1951,B1,A1,F,historical,87.10990822418849,27.49720121636007,23.58752856461403,19.630185897093188,16.01726505242497
MS,1951,B1,B1,F,historical,75.49185952590547,49.11091776706076,43.84085779793817,38.378176914135885,31.99227056088664
MS,1951,B1,Eldo,F,historical,83.50497295000518,43.4024316266689,44.92972960298821,44.143975163383864,28.87017684924717
MB,1951,B1,A1,M,historical,56.39639636567669,23.38352054139156,21.002532701455948,18.31003142896778,14.665982849283479
MB,1951,B1,B1,M,historical,54.403526059983875,38.57728732193417,35.64806652566848,31.814805187322232,24.87773175527687
MB,1951,B1,C1,M,historical,50.74285966139776,32.635913078642545,32.81636137351021,29.702086709931653,17.26089797036717
MB,1951,B1,D1,M,historical,17.943768729525548,11.200826903776266,11.82559041243788,12.330393324304683,5.113019558280943
MS,1951,B1,A1,M,historical,58.87358124010067,18.899222755433957,16.226761455457147,13.532826877095523,11.063042824082132
MS,1951,B1,B1,M,historical,50.653105403286354,33.6783096648478,30.072733345611514,26.36183391709106,22.032237077047398
MS,1951,B1,Eldo,M,historical,56.36262850351285,29.791927352657474,30.83225240856965,30.29608249817234,19.868743233786798
MB,1952,B1,A1,F,historical,64.94910460874715,-58.69442209180396,-119.33976630746713,-169.9554433593121,-61.1173876990405
MB,1952,B1,B1,F,historical,59.262420149502596,-6.887489729908887,-60.847608271864736,-115.25002181451084,-17.88380581792958
MB,1952,B1,C1,F,historical,58.96844207029332,-15.948122484952309,-73.312322515804,-131.8710733259129,-24.634270032931177
MB,1952,B1,D1,F,historical,25.2454747976402,10.163574102324745,-8.708981722563376,-36.00742853353309,4.548385652534897
MS,1952,B1,A1,F,historical,90.84556945529252,-88.91735679666128,-170.70052559450795,-236.46116069530206,-90.25676443702184
MS,1952,B1,B1,F,historical,73.97719154109635,-20.674766415413014,-93.75129418192785,-166.3843888924576,-32.70317487636875
MS,1952,B1,Eldo,F,historical,91.80420347549963,-55.77046972808957,-141.49491401761742,-219.16004031625457,-64.65133577397556
MB,1952,B1,A1,M,historical,60.84582231722197,-55.18391797518449,-112.18950865173429,-159.7330200115675,-57.44822806154258
MB,1952,B1,B1,M,historical,55.45999764607313,-6.474059307647143,-57.210138824571416,-108.3402146945783,-16.787390921198355
MB,1952,B1,C1,M,historical,55.26233196419004,-14.959450691645083,-68.89625755712571,-123.93730747234429,-23.11692518555752
MB,1952,B1,D1,M,historical,23.61968421574767,9.604574012410716,-8.128754403976682,-33.793670662012794,4.325494432603212
MS,1952,B1,A1,M,historical,61.1567746794033,-60.95878736027302,-116.92111050208445,-161.73801379106675,-61.79891924488518
MS,1952,B1,B1,M,historical,49.36172988465987,-14.211867289426982,-64.28707137984821,-113.94816881554243,-22.313651436346937
MS,1952,B1,Eldo,M,historical,61.831431623212495,-38.21276940448548,-96.91673547461932,-149.93284161584566,-44.220338360111946
MB,1953,B1,A1,F,historical,67.76089336562639,-37.54127475016027,-54.86198326860361,-69.3190300608203,-37.750130046535276
MB,1953,B1,B1,F,historical,57.07204079721497,22.871466113654368,18.396082583876765,15.736322148384968,14.799763211564105
MB,1953,B1,C1,F,historical,56.02378161810663,28.762214402862906,24.65153574902052,19.293592129587836,16.109281970687125
MB,1953,B1,D1,F,historical,20.7890431794166,12.552386120077166,13.100182139066298,13.55819561940009,5.160072039040777
MS,1953,B1,A1,F,historical,97.16324588091108,-57.23805516755075,-80.93368474742869,-100.92617352680783,-57.46973370260668
MS,1953,B1,B1,F,historical,73.36603862480838,21.20526186838615,14.463274470056856,11.366945175430699,13.882866349183116
MS,1953,B1,Eldo,F,historical,93.67435248718185,-24.788099457023726,-38.060699209170856,-48.824625724764516,-30.25492371906387
MB,1953,B1,A1,M,historical,63.5431755604797,-35.28111555199539,-51.56113185235465,-65.14623250673365,-35.47087449214268
MB,1953,B1,B1,M,historical,53.43039350229678,21.51473673125771,17.30706604966185,14.812641779030582,13.943616792107283
MB,1953,B1,C1,M,historical,52.52084254268823,27.074006927036788,23.21280820471829,18.17994563060898,15.178348664791168
MB,1953,B1,D1,M,historical,19.432669002917045,11.812105651476838,12.333521033239412,12.770056441556434,4.85915924530964
MS,1953,B1,A1,M,historical,65.75664501341156,-39.16860091525464,-55.37890220216383,-69.04090239210326,-39.295280957106215
MS,1953,B1,B1,M,historical,49.09859652483534,14.531751696635038,9.910129928976474,7.822643453914574,9.621371026116611
MS,1953,B1,Eldo,M,historical,63.3779319511819,-16.911456899668117,-25.991383074056387,-33.338559705581446,-20.62557630611646
MB,1954,B1,A1,F,historical,65.78694702137281,-10.001305603628971,-23.580755975803118,-32.89855093129029,-4.778907431265038
MB,1954,B1,B1,F,historical,58.03059971772662,23.724574101561835,6.30407486756939,-10.603258624662,14.30767865477842
MB,1954,B1,C1,F,historical,56.98106087004188,16.46874467150559,2.121700988357294,-10.573156187511184,12.60742609569746
MB,1954,B1,D1,F,historical,24.015246311784686,15.089500782792111,15.86829610065682,16.472178395486466,7.06884105413798
MS,1954,B1,A1,F,historical,92.24918973594724,-21.256326841830116,-40.30009121457907,-53.42950816175446,-13.242870165352798
MS,1954,B1,B1,F,historical,75.74321327996707,21.88825367884223,-2.7045286531035546,-25.395687036923633,13.10639938888265
MS,1954,B1,Eldo,F,historical,95.61190775424173,-21.558543079443695,-60.22207400394075,-96.7028611328183,-24.389457456535567
MB,1954,B1,A1,M,historical,61.65663692823818,-9.400878394326691,-22.166914445396994,-30.92264448681083,-4.478304588175962
MB,1954,B1,B1,M,historical,54.33449709814178,22.313676566249793,5.936579328092526,-9.952477190006991,13.47977436637027
MB,1954,B1,C1,M,historical,53.415194160405314,15.520129556197569,2.033654201591653,-9.897586928343062,11.8913471212281
MB,1954,B1,D1,M,historical,22.461939494381895,14.173738647362281,14.909282892008134,15.47989910883552,6.629156981527956
MS,1954,B1,A1,M,historical,62.230581009273926,-14.588236531014147,-27.630840779296957,-36.60380605190122,-9.033638061550423
MS,1954,B1,B1,M,historical,50.7472668017678,14.981613804150799,-1.862544666282364,-17.370447645436112,9.083182403191094
MS,1954,B1,Eldo,M,historical,64.62265256164501,-14.72836961240156,-41.207285576929706,-66.16933368720449,-16.62180645306361
MB,1955,B1,A1,F,historical,63.51727659498535,-92.13893905418323,-125.50739566609782,-155.15230015042755,-92.15525207459555
MB,1955,B1,B1,F,historical,59.1958410389805,-20.206836120729104,-38.648562491807674,-54.140861589907004,-26.132226069444
MB,1955,B1,C1,F,historical,52.91516057125637,-9.832890258033343,-30.3718423610296,-49.439890132549955,-12.678839006111675
MB,1955,B1,D1,F,historical,23.62573537197716,14.035190103612786,14.602800300325134,12.932302628917281,6.385692805087983
MS,1955,B1,A1,F,historical,90.19273912168872,-132.41528774360975,-177.97023522956383,-218.0013460054329,-131.75013903348867
MS,1955,B1,B1,F,historical,76.54080598713996,-36.975861008138125,-62.260512042885765,-82.88225647568001,-43.26380731864871
MS,1955,B1,Eldo,F,historical,91.08518282746623,-93.20141170753017,-133.37979082359806,-170.2759318343868,-96.02445843267962
MB,1955,B1,A1,M,historical,59.530640243056666,-86.61153128134976,-117.9708923334785,-145.82085747454258,-86.62086851560676
MB,1955,B1,B1,M,historical,55.44784791057847,-18.979755624217038,-36.31890757763108,-50.87893496767198,-24.535325077079435
MB,1955,B1,C1,M,historical,49.60703143130169,-9.200452614947322,-28.510999472969417,-46.435897335561584,-11.87174763164074
MB,1955,B1,D1,M,historical,22.100336911421717,13.2232171868572,13.76853010439427,12.20573595633369,6.029654948568895
MS,1955,B1,A1,M,historical,60.865802694172345,-90.66618763398435,-121.81093586107008,-149.12733400935983,-90.17727885086836
MS,1955,B1,B1,M,historical,51.375076156403864,-25.286182314218113,-42.61038193131094,-56.706922610695216,-29.50948012247315
MS,1955,B1,Eldo,M,historical,61.567298762691564,-63.77461545629104,-91.27312116798934,-116.49415742256558,-65.67880232259893
MB,1956,B1,A1,F,historical,67.32516590576105,-103.06375454422898,-161.81351930653477,-199.80131421149727,-102.93070062146745
MB,1956,B1,B1,F,historical,59.33746936877531,-16.37135167854006,-60.59450971387438,-105.04595984766827,-27.054615354789437
MB,1956,B1,C1,F,historical,56.5163570065653,-21.590155960381246,-62.98841874181485,-105.6157267055959,-27.09139591223105
MB,1956,B1,D1,F,historical,22.593819389886185,0.9836345146724073,-18.165635727360062,-41.451403552532504,-1.6084758412623565
MS,1956,B1,A1,F,historical,94.94971180948407,-146.11054015475597,-223.36327921641825,-261.5446177945839,-145.73203554363909
MS,1956,B1,B1,F,historical,76.04044835557895,-32.71386814604034,-92.71751180482624,-152.13101375342143,-44.51579984764473
MS,1956,B1,Eldo,F,historical,92.12740341159534,-104.93177024133749,-183.3119064308136,-246.11784967377034,-107.85919501282572
MB,1956,B1,A1,M,historical,63.12765807406737,-96.87397409224093,-152.05703899812818,-187.66233452138115,-96.74721312298436
MB,1956,B1,B1,M,historical,55.559851585915396,-15.379862248050786,-56.957419294520605,-98.73438149981867,-25.404254024812573
MB,1956,B1,C1,M,historical,52.984457529565304,-20.25690982462437,-59.17918075372761,-99.2485296952345,-25.42309886606407
MB,1956,B1,D1,M,historical,21.13007566650452,0.9828780891605667,-17.016148158577458,-38.90931660208209,-1.4529770178954005
MS,1956,B1,A1,M,historical,64.20334538004695,-99.99888801743644,-152.6529888954499,-178.20153542043002,-99.73001583809264
MS,1956,B1,B1,M,historical,50.92655328305572,-22.40180488479246,-63.50359735631138,-104.12305506597181,-30.375492253658575
MS,1956,B1,Eldo,M,historical,62.27544430087608,-71.80845807916023,-125.39014967433833,-168.11956072040763,-73.78527285413792
MB,1957,B1,A1,F,historical,64.33301182100175,51.25833122666662,38.18671117883852,17.18277095469631,35.90625414937025
MB,1957,B1,B1,F,historical,58.02429189076751,53.40181661960251,54.447105025152496,50.84927490820137,35.74001040638171
MB,1957,B1,C1,F,historical,54.99929031556304,35.23111284070104,36.575135321828135,33.73290392370774,18.82565301978451
MB,1957,B1,D1,F,historical,25.299803811910873,14.19113031718105,15.753344889991709,17.107079513063276,5.928648255588543
MS,1957,B1,A1,F,historical,92.06316168733328,69.17142700943587,47.012032231354574,16.17963775594141,48.9273694322202
MS,1957,B1,B1,F,historical,74.18897795322252,76.33317842810013,74.48279079224848,66.91058473868216,54.87953661489834
MS,1957,B1,Eldo,F,historical,95.16660998179371,76.09779860396536,67.50118350177071,48.741923767068144,52.63613765476838
MB,1957,B1,A1,M,historical,60.30016409868516,48.185118291834,35.90725503384191,16.167479729453813,33.75848576639226
MB,1957,B1,B1,M,historical,54.32850047947656,50.17228270171444,51.17052313911795,47.803320635802415,33.580768685941386
MB,1957,B1,C1,M,historical,51.552233249485234,33.095284925539886,34.375121346056645,31.720023133529637,17.67503808913011
MB,1957,B1,D1,M,historical,23.670304934072206,13.318174816580115,14.80159491020515,16.089599904032184,5.551353023469457
MS,1957,B1,A1,M,historical,62.16381982536082,47.34709225830758,32.202717400043184,11.108729537562107,33.51699646453273
MS,1957,B1,B1,M,historical,49.673134802453305,52.13847037655346,50.92994902144464,45.80412934331104,37.522643937981826
MS,1957,B1,Eldo,M,historical,64.3586384413969,52.06606371328043,46.248428705789074,33.452921947988656,36.01710628366516
MB,1958,B1,A1,F,historical,68.50355110956556,-128.35828412131522,-164.90888102144234,-192.1442181915734,-124.55386484315784
MB,1958,B1,B1,F,historical,62.39556743627609,-77.18550224542307,-115.25527564795553,-146.01699908325617,-79.88736757346489
MB,1958,B1,C1,F,historical,60.42017053557306,-84.95554564246524,-133.82250484738677,-173.04144470454008,-79.66076575626322
MB,1958,B1,D1,F,historical,25.208382368454618,-5.910460754161852,-31.4753691448638,-60.68280892881663,-6.618900419422228
MS,1958,B1,A1,F,historical,98.1971128073168,-179.71493658113053,-227.36621478287125,-259.21529994173926,-174.87483846646347
MS,1958,B1,B1,F,historical,78.09446765359971,-113.90382613491415,-165.33761063478022,-205.77251202361367,-115.92020519346534
MS,1958,B1,Eldo,F,historical,93.72774106669405,-110.03222204553296,-150.27586956560398,-184.84721362199087,-107.05032570618646
MB,1958,B1,A1,M,historical,64.24238441080692,-120.63909782608016,-154.9613895815305,-180.5114025442043,-117.06927964085672
MB,1958,B1,B1,M,historical,58.44353533695346,-72.54901824523364,-108.32824401489754,-137.22196109700167,-75.07510584143431
MB,1958,B1,C1,M,historical,56.660041627493754,-79.83071557679327,-125.75854378723932,-162.59607156249942,-74.84966349726638
MB,1958,B1,D1,M,historical,23.586883920422213,-5.496373744380446,-29.530138114060037,-56.991885123457514,-6.160321870460076
MS,1958,B1,A1,M,historical,66.47010977361212,-122.93624479469639,-155.36581622949515,-176.8833186920492,-119.65564710732684
MS,1958,B1,B1,M,historical,52.362620406754566,-77.97589847675458,-113.14416452594216,-140.7011404459953,-79.27922835802157
MS,1958,B1,Eldo,M,historical,63.4342145171793,-75.2821302213144,-102.80625408547259,-126.42289704351927,-73.22480651555931
MB,1959,B1,A1,F,historical,70.52745339165615,-20.55303887600556,-91.6708208012741,-156.85391517599697,-29.250130842534514
MB,1959,B1,B1,F,historical,58.90702029704383,-10.235736964990638,-73.34097112095158,-130.04935018962175,-18.939782212442243
MB,1959,B1,C1,F,historical,61.71077020415313,29.03253943830088,-5.502593845825251,-51.955233340009656,14.773433610001081
MB,1959,B1,D1,F,historical,27.59731465844993,16.680762823794975,4.785055541376626,-26.23667913878308,7.424173387843853
MS,1959,B1,A1,F,historical,100.01149027179908,-34.54999475400622,-130.68305272521312,-217.62803319556573,-45.96801966239854
MS,1959,B1,B1,F,historical,73.4019342667678,-25.191510815093803,-110.99075391598532,-186.5221906037622,-33.182888416543264
MS,1959,B1,Eldo,F,historical,99.05679189847149,30.14771969958538,-33.994288351664,-107.90944525959789,11.11724201278416
MB,1959,B1,A1,M,historical,66.13707569999826,-19.309712516294738,-86.16400544092366,-147.4034395207801,-27.479229652477905
MB,1959,B1,B1,M,historical,55.123680948250716,-9.619366743687536,-68.94997872934054,-122.23626157513677,-17.778607845320437
MB,1959,B1,C1,M,historical,57.86045811764671,27.328053106445168,-5.134908407424588,-48.80689040310128,13.924005509714874
MB,1959,B1,D1,M,historical,25.827698073149076,15.709401743410481,4.5522972900771705,-24.609047875249484,7.003695447572201
MS,1959,B1,A1,M,historical,67.6679374875532,-23.632151666609797,-89.43755688755043,-148.77405211207707,-31.41630278031002
MS,1959,B1,B1,M,historical,48.954968510970275,-17.29311098698179,-76.06886607762544,-127.65778730514594,-22.629379357270782
MS,1959,B1,Eldo,M,historical,66.99156438657381,20.70939969954377,-23.22309903793478,-73.823859950925,7.708908047111178
MB,1960,B1,A1,F,historical,67.37013071871263,-141.27531644515787,-183.35839357451036,-197.83381084775195,-145.05384404956732
